college_name,address,year,organization_type,size,area,graduation_rate,financial_aid,sat_score
SUNY College of Technology at Canton,"Canton, NY",4-year,Public,Small,Rural 46% graduation rate $14K average per year after aid 960-1130,Rural 46% graduation rate $14K average per year after aid 960-1130,Rural 46% graduation rate $14K average per year after aid 960-1130,Rural 46% graduation rate $14K average per year after aid 960-1130
Wright State University,"Dayton, OH",4-year,Public,Medium,Suburban 44% graduation rate $16K average per year after aid 910-1245,Suburban 44% graduation rate $16K average per year after aid 910-1245,Suburban 44% graduation rate $16K average per year after aid 910-1245,Suburban 44% graduation rate $16K average per year after aid 910-1245
Indiana University South Bend,"South Bend, IN",4-year,Public,Medium,Suburban 36% graduation rate $9K average per year after aid 980-1170,Suburban 36% graduation rate $9K average per year after aid 980-1170,Suburban 36% graduation rate $9K average per year after aid 980-1170,Suburban 36% graduation rate $9K average per year after aid 980-1170
Iowa State University,"Ames, IA",4-year,Public,Very Large,Urban 74% graduation rate $15K average per year after aid 1120-1330,Urban 74% graduation rate $15K average per year after aid 1120-1330,Urban 74% graduation rate $15K average per year after aid 1120-1330,Urban 74% graduation rate $15K average per year after aid 1120-1330
Valdosta State University,"Valdosta, GA",4-year,Public,Medium,Urban 41% graduation rate $13K average per year after aid 950-1120,Urban 41% graduation rate $13K average per year after aid 950-1120,Urban 41% graduation rate $13K average per year after aid 950-1120,Urban 41% graduation rate $13K average per year after aid 950-1120
South Dakota State University,"Brookings, SD",4-year,Public,Medium,Rural 59% graduation rate $18K average per year after aid 1045-1280,Rural 59% graduation rate $18K average per year after aid 1045-1280,Rural 59% graduation rate $18K average per year after aid 1045-1280,Rural 59% graduation rate $18K average per year after aid 1045-1280
University of Texas at San Antonio,"San Antonio, TX",4-year,Public,Very Large,Suburban 54% graduation rate $13K average per year after aid 1010-1210,Suburban 54% graduation rate $13K average per year after aid 1010-1210,Suburban 54% graduation rate $13K average per year after aid 1010-1210,Suburban 54% graduation rate $13K average per year after aid 1010-1210
Elizabeth City State University,"Elizabeth City, NC",4-year,Public,Small,Rural 42% graduation rate $4K average per year after aid 750-970,Rural 42% graduation rate $4K average per year after aid 750-970,Rural 42% graduation rate $4K average per year after aid 750-970,Rural 42% graduation rate $4K average per year after aid 750-970
College of Coastal Georgia,"Brunswick, GA",4-year,Public,Small,Urban 22% graduation rate $12K average per year after aid 920-1110,Urban 22% graduation rate $12K average per year after aid 920-1110,Urban 22% graduation rate $12K average per year after aid 920-1110,Urban 22% graduation rate $12K average per year after aid 920-1110
Worcester State University,"Worcester, MA",4-year,Public,Medium,Urban 59% graduation rate $14K average per year after aid 1040-1217,Urban 59% graduation rate $14K average per year after aid 1040-1217,Urban 59% graduation rate $14K average per year after aid 1040-1217,Urban 59% graduation rate $14K average per year after aid 1040-1217
University of Southern Indiana,"Evansville, IN",4-year,Public,Medium,Suburban 51% graduation rate $14K average per year after aid 1040-1220,Suburban 51% graduation rate $14K average per year after aid 1040-1220,Suburban 51% graduation rate $14K average per year after aid 1040-1220,Suburban 51% graduation rate $14K average per year after aid 1040-1220
University of Wisconsin-Stevens Point,"Stevens Point, WI",4-year,Public,Medium,Rural 56% graduation rate $14K average per year after aid 1025-1230,Rural 56% graduation rate $14K average per year after aid 1025-1230,Rural 56% graduation rate $14K average per year after aid 1025-1230,Rural 56% graduation rate $14K average per year after aid 1025-1230
San Francisco State University,"San Francisco, CA",4-year,Public,Very Large,Urban 55% graduation rate $13K average per year after aid 940-1130,Urban 55% graduation rate $13K average per year after aid 940-1130,Urban 55% graduation rate $13K average per year after aid 940-1130,Urban 55% graduation rate $13K average per year after aid 940-1130
Goshen College,"Goshen, IN",4-year,Private,Small,Suburban 64% graduation rate $19K average per year after aid 863-1130,Suburban 64% graduation rate $19K average per year after aid 863-1130,Suburban 64% graduation rate $19K average per year after aid 863-1130,Suburban 64% graduation rate $19K average per year after aid 863-1130
Indiana University Northwest,"Gary, IN",4-year,Public,Small,Suburban 38% graduation rate $7K average per year after aid 940-1180,Suburban 38% graduation rate $7K average per year after aid 940-1180,Suburban 38% graduation rate $7K average per year after aid 940-1180,Suburban 38% graduation rate $7K average per year after aid 940-1180
New Saint Andrews College,"Moscow, ID",4-year,Private,Small,Urban 81% graduation rate $15K average per year after aid 1155-1358,Urban 81% graduation rate $15K average per year after aid 1155-1358,Urban 81% graduation rate $15K average per year after aid 1155-1358,Urban 81% graduation rate $15K average per year after aid 1155-1358
Ball State University,"Muncie, IN",4-year,Public,Large,Suburban 64% graduation rate $13K average per year after aid 1080-1240,Suburban 64% graduation rate $13K average per year after aid 1080-1240,Suburban 64% graduation rate $13K average per year after aid 1080-1240,Suburban 64% graduation rate $13K average per year after aid 1080-1240
University of Texas of the Permian Basin,"Odessa, TX",4-year,Public,Medium,Urban 40% graduation rate $10K average per year after aid 930-1100,Urban 40% graduation rate $10K average per year after aid 930-1100,Urban 40% graduation rate $10K average per year after aid 930-1100,Urban 40% graduation rate $10K average per year after aid 930-1100
Stephen F. Austin State University,"Nacogdoches, TX",4-year,Public,Medium,Rural 53% graduation rate $14K average per year after aid 980-1160,Rural 53% graduation rate $14K average per year after aid 980-1160,Rural 53% graduation rate $14K average per year after aid 980-1160,Rural 53% graduation rate $14K average per year after aid 980-1160
Davenport University,"Grand Rapids, MI",4-year,Private,Medium,Suburban 48% graduation rate $18K average per year after aid 928-1140,Suburban 48% graduation rate $18K average per year after aid 928-1140,Suburban 48% graduation rate $18K average per year after aid 928-1140,Suburban 48% graduation rate $18K average per year after aid 928-1140
University of New Mexico,"Albuquerque, NM",4-year,Public,Very Large,Urban 51% graduation rate $11K average per year after aid 910-1150,Urban 51% graduation rate $11K average per year after aid 910-1150,Urban 51% graduation rate $11K average per year after aid 910-1150,Urban 51% graduation rate $11K average per year after aid 910-1150
Glenville State University,"Glenville, WV",4-year,Public,Small,Rural 33% graduation rate $18K average per year after aid 850-1020,Rural 33% graduation rate $18K average per year after aid 850-1020,Rural 33% graduation rate $18K average per year after aid 850-1020,Rural 33% graduation rate $18K average per year after aid 850-1020
New Mexico State University,"Las Cruces, NM",4-year,Public,Large,Suburban 51% graduation rate $10K average per year after aid 885-1110,Suburban 51% graduation rate $10K average per year after aid 885-1110,Suburban 51% graduation rate $10K average per year after aid 885-1110,Suburban 51% graduation rate $10K average per year after aid 885-1110
University Of Illinois Springfield,"Springfield, IL",4-year,Public,Small,Suburban 54% graduation rate $12K average per year after aid 1010-1220,Suburban 54% graduation rate $12K average per year after aid 1010-1220,Suburban 54% graduation rate $12K average per year after aid 1010-1220,Suburban 54% graduation rate $12K average per year after aid 1010-1220
Commonwealth University Of Pennsylvania Lock Haven,"Lock Haven, PA",4-year,Public,Large,Rural 54% graduation rate $16K average per year after aid 1000-1190,Rural 54% graduation rate $16K average per year after aid 1000-1190,Rural 54% graduation rate $16K average per year after aid 1000-1190,Rural 54% graduation rate $16K average per year after aid 1000-1190
Utah State University,"Logan, UT",4-year,Public,Very Large,Rural 53% graduation rate $15K average per year after aid 1070-1300,Rural 53% graduation rate $15K average per year after aid 1070-1300,Rural 53% graduation rate $15K average per year after aid 1070-1300,Rural 53% graduation rate $15K average per year after aid 1070-1300
Greenville University,"Greenville, IL",4-year,Private,Small,Rural 58% graduation rate $21K average per year after aid 850-1100,Rural 58% graduation rate $21K average per year after aid 850-1100,Rural 58% graduation rate $21K average per year after aid 850-1100,Rural 58% graduation rate $21K average per year after aid 850-1100
University of Colorado Colorado Springs,"Colorado Springs, CO",4-year,Public,Medium,Urban 43% graduation rate $15K average per year after aid 1030-1230,Urban 43% graduation rate $15K average per year after aid 1030-1230,Urban 43% graduation rate $15K average per year after aid 1030-1230,Urban 43% graduation rate $15K average per year after aid 1030-1230
Commonwealth University Of Pennsylvania,"Bloomsburg, PA",4-year,Public,Large,Rural 54% graduation rate $17K average per year after aid 980-1090,Rural 54% graduation rate $17K average per year after aid 980-1090,Rural 54% graduation rate $17K average per year after aid 980-1090,Rural 54% graduation rate $17K average per year after aid 980-1090
University of Toledo,"Toledo, OH",4-year,Public,Large,Suburban 57% graduation rate $18K average per year after aid 1000-1270,Suburban 57% graduation rate $18K average per year after aid 1000-1270,Suburban 57% graduation rate $18K average per year after aid 1000-1270,Suburban 57% graduation rate $18K average per year after aid 1000-1270
